salted,reading,word
_敎_養_科,교양과,敎養科
_敏_感_性,민감성,敏感性
_敏_捷_性,민첩성,敏捷性
_救_世_主,구세주,救世主
_救_命_帶,구명대,救命帶
_救_命_船,구명선,救命船
_救_命_艇,구명정,救命艇
_救_急_藥,구급약,救急藥
_救_急_車,구급차,救急車
_救_援_者,구원자,救援者
_救_濟_策,구제책,救濟策
_救_社_隊,구사대,救社隊
_救_護_品,구호품,救護品
_救_護_性,구호성,救護性
_救_護_米,구호미,救護米
_敗_北_感,패배감,敗北感
_敗_北_當,패배당,敗北當
_敗_北_者,패배자,敗北者
_敗_戰_國,패전국,敗戰國
_敗_者_戰,패자전,敗者戰
_敗_血_症,패혈증,敗血症
_散_文_劇,산문극,散文劇
_散_文_家,산문가,散文家
_散_文_詩,산문시,散文詩
_散_文_部,산문부,散文部
_散_文_集,산문집,散文集
_散_發_的,산발적,散發的
_散_策_路,산책로,散策路
_散_賣_店,산매점,散賣店
_散_賣_業,산매업,散賣業
_散_點_狀,산점상,散點狀
_敬_畏_感,경외감,敬畏感
_敬_老_堂,경로당,敬老堂
_敬_語_法,경어법,敬語法
_整_備_係,정비계,整備係
_整_備_士,정비사,整備士
_整_備_廠,정비창,整備廠
_整_備_所,정비소,整備所
_整_合_性,정합성,整合性
_整_理_函,정리함,整理函
_整_頓_性,정돈성,整頓性
_整_齊_性,정제성,整齊性
_敵_對_國,적대국,敵對國
_敵_對_感,적대감,敵對感
_敵_對_的,적대적,敵對的
_敵_對_者,적대자,敵對者
_敵_對_視,적대시,敵對視
_敵_性_國,적성국,敵性國
_敵_意_性,적의성,敵意性
_敵_愾_心,적개심,敵愾心
_數_個_月,수개월,數個月
_數_億_萬,수억만,數億萬
_數_十_億,수십억,數十億
_數_十_萬,수십만,數十萬
_數_千_億,수천억,數千億
_數_千_萬,수천만,數千萬
_數_字_板,숫자판,數字板
_數_學_的,수학적,數學的
_數_學_者,수학자,數學者
_數_次_例,수차례,數次例
_數_理_的,수리적,數理的
_數_百_億,수백억,數百億
_數_百_萬,수백만,數百萬
_文_人_畵,문인화,文人畵
_文_具_店,문구점,文具店
_文_化_人,문화인,文化人
_文_化_化,문화화,文化化
_文_化_史,문화사,文化史
_文_化_圈,문화권,文化圈
_文_化_國,문화국,文化國
_文_化_家,문화가,文化家
_文_化_帶,문화대,文化帶
_文_化_村,문화촌,文化村
_文_化_界,문화계,文化界
_文_化_的,문화적,文化的
_文_化_祭,문화제,文化祭
_文_化_觀,문화관,文化觀
_文_化_語,문화어,文化語
_文_化_論,문화론,文化論
_文_化_財,문화재,文化財
_文_化_部,문화부,文化部
_文_化_院,문화원,文化院
_文_化_面,문화면,文化面
_文_字_化,문자화,文字化
_文_字_板,문자판,文字板
_文_字_的,문자적,文字的
_文_學_人,문학인,文學人
_文_學_史,문학사,文學史
_文_學_家,문학가,文學家
_文_學_徒,문학도,文學徒
_文_學_性,문학성,文學性
_文_學_書,문학서,文學書
_文_學_派,문학파,文學派
_文_學_界,문학계,文學界
_文_學_的,문학적,文學的
_文_學_者,문학자,文學者
_文_學_觀,문학관,文學觀
_文_學_誌,문학지,文學誌
_文_學_論,문학론,文學論
_文_學_賞,문학상,文學賞
_文_庫_判,문고판,文庫判
_文_庫_本,문고본,文庫本
_文_房_具,문방구,文房具
_文_明_人,문명인,文明人
_文_明_化,문명화,文明化
_文_明_史,문명사,文明史
_文_明_圈,문명권,文明圈
_文_明_的,문명적,文明的
_文_書_函,문서함,文書函
_文_書_化,문서화,文書化
_文_案_家,문안가,文案家
_文_武_隊,문무대,文武隊
_文_民_化,문민화,文民化
_文_法_性,문법성,文法性
_文_法_書,문법서,文法書
_文_法_的,문법적,文法的
_文_理_大,문리대,文理大
_文_盲_率,문맹률,文盲率
_文_章_力,문장력,文章力
_文_章_家,문장가,文章家
_文_筆_家,문필가,文筆家
_文_藝_欄,문예란,文藝欄
_文_藝_物,문예물,文藝物
_文_藝_誌,문예지,文藝誌
_文_藝_費,문예비,文藝費
_料_理_師,요리사,料理師
_料_理_法,요리법,料理法
_料_理_班,요리반,料理班
_料_金_額,요금액,料金額
_斜_紋_織,사문직,斜紋織
_斜_線_美,사선미,斜線美
_斜_陽_化,사양화,斜陽化
_斡_旋_者,알선자,斡旋者
_斡_旋_責,알선책,斡旋責
_斥_佛_論,척불론,斥佛論
_斥_候_兵,척후병,斥候兵
_斥_邪_論,척사론,斥邪論
_斫_刀_機,작도기,斫刀機
_斬_新_性,참신성,斬新性
_新_世_代,신세대,新世代
_新_世_界,신세계,新世界
_新_中_間,신중간,新中間
_新_事_業,신사업,新事業
_新_人_事,신인사,新人事
_新_人_王,신인왕,新人王
_新_作_路,신작로,新作路
_新_儒_學,신유학,新儒學
_新_入_生,신입생,新入生
_新_公_安,신공안,新公安
_新_劇_史,신극사,新劇史
_新_勞_政,신노정,新勞政
_新_北_區,신북구,新北區
_新_右_翼,신우익,新右翼
_新_商_品,신상품,新商品
_新_國_際,신국제,新國際
_新_增_設,신증설,新增設
_新_大_陸,신대륙,新大陸
_新_女_性,신여성,新女性
_新_學_問,신학문,新學問
_新_學_期,신학기,新學期
_新_安_保,신안보,新安保
_新_小_說,신소설,新小說
_新_工_業,신공업,新工業
_新_工_法,신공법,新工法
_新_左_翼,신좌익,新左翼
_新_市_場,신시장,新市場
_新_平_野,신평야,新平野
_新_年_辭,신년사,新年辭
_新_思_考,신사고,新思考
_新_技_術,신기술,新技術
_新_政_府,신정부,新政府
_新_政_治,신정치,新政治
_新_敎_育,신교육,新敎育
_新_敎_隊,신교대,新敎隊
_新_文_化,신문화,新文化
_新_文_學,신문학,新文學
_新_文_明,신문명,新文明
_新_文_物,신문물,新文物
_新_民_俗,신민속,新民俗
_新_派_劇,신파극,新派劇
_新_派_的,신파적,新派的
_新_港_灣,신항만,新港灣
_新_演_劇,신연극,新演劇
_新_潮_流,신조류,新潮流
_新_物_質,신물질,新物質
_新_生_代,신생대,新生代
_新_生_兒,신생아,新生兒
_新_産_業,신산업,新産業
_新_發_明,신발명,新發明
_新_石_器,신석기,新石器
_新_社_會,신사회,新社會
_新_科_學,신과학,新科學
_新_秩_序,신질서,新秩序
_新_築_費,신축비,新築費
_新_紀_元,신기원,新紀元
_新_素_材,신소재,新素材
_新_經_濟,신경제,新經濟
_新_美_術,신미술,新美術
_新_聞_社,신문사,新聞社
_新_聞_紙,신문지,新聞紙
_新_與_黨,신여당,新與黨
_新_舞_踊,신무용,新舞踊
_新_製_品,신제품,新製品
_新_規_性,신규성,新規性
_新_記_錄,신기록,新記錄
_新_財_閥,신재벌,新財閥
_新_軍_部,신군부,新軍部
_新_農_政,신농정,新農政
_新_造_語,신조어,新造語
_新_都_市,신도시,新都市
_新_開_地,신개지,新開地
_新_開_發,신개발,新開發
_新_風_俗,신풍속,新風俗
_新_體_詩,신체시,新體詩
_新_鮮_味,신선미,新鮮味
_新_黨_論,신당론,新黨論
_斷_定_的,단정적,斷定的
_斷_末_摩,단말마,斷末摩
_斷_末_魔,단말마,斷末魔
_斷_熱_材,단열재,斷熱材
_斷_片_化,단편화,斷片化
_斷_片_性,단편성,斷片性
_斷_片_的,단편적,斷片的
_斷_絶_的,단절적,斷絶的
_斷_面_圖,단면도,斷面圖
_斷_面_的,단면적,斷面的
_斷_頭_臺,단두대,斷頭臺
_斷_髮_令,단발령,斷髮令
_方_向_性,방향성,方向性
_方_向_案,방향안,方向案
_方_法_的,방법적,方法的
_方_法_論,방법론,方法論
_方_程_式,방정식,方程式
_於_中_間,어중간,於中間
_於_此_彼,어차피,於此彼
_於_焉_間,어언간,於焉間
_施_工_圈,시공권,施工圈
_施_工_社,시공사,施工社
_施_肥_法,시비법,施肥法
_施_行_令,시행령,施行令
_施_行_日,시행일,施行日
_施_行_者,시행자,施行者
_施_術_家,시술가,施術家
_施_術_所,시술소,施術所
_施_術_法,시술법,施術法
_施_術_的,시술적,施術的
_施_設_物,시설물,施設物
_施_設_費,시설비,施設費
_施_賞_式,시상식,施賞式
_旅_人_宿,여인숙,旅人宿
_旅_客_機,여객기,旅客機
_旅_客_船,여객선,旅客船
_旅_行_券,여행권,旅行券
_旅_行_員,여행원,旅行員
_旅_行_團,여행단,旅行團
_旅_行_地,여행지,旅行地
_旅_行_客,여행객,旅行客
_旅_行_家,여행가,旅行家
_旅_行_用,여행용,旅行用
_旅_行_社,여행사,旅行社
_旅_行_者,여행자,旅行者
_旅_行_記,여행기,旅行記
_旅_行_談,여행담,旅行談
_旅_館_房,여관방,旅館房
_旅_館_村,여관촌,旅館村
_旅_館_費,여관비,旅館費
_旋_風_的,선풍적,旋風的
_族_團_的,족단적,族團的
_族_外_婚,족외혼,族外婚
_族_長_的,족장적,族長的
_旣_婚_者,기혼자,旣婚者
_旣_得_權,기득권,旣得權
_旣_成_品,기성품,旣成品
_日_光_浴,일광욕,日光浴
_日_刊_紙,일간지,日刊紙
_日_宿_直,일숙직,日宿直
_日_射_病,일사병,日射病
_日_常_事,일상사,日常事
_日_常_化,일상화,日常化
_日_常_性,일상성,日常性
_日_常_服,일상복,日常服
_日_常_的,일상적,日常的
_日_常_語,일상어,日常語
_日_文_科,일문과,日文科
_日_曜_日,일요일,日曜日
_日_本_化,일본화,日本化
_日_本_名,일본명,日本名
_日_本_式,일본식,日本式
_日_本_製,일본제,日本製
_日_本_語,일본어,日本語
_日_照_權,일조권,日照權
_日_照_量,일조량,日照量
_日_用_品,일용품,日用品
_日_用_職,일용직,日用職
_日_程_表,일정표,日程表
_日_章_旗,일장기,日章旗
_日_記_冊,일기책,日記冊
_日_記_帳,일기장,日記帳
_日_語_版,일어판,日語版
_日_課_表,일과표,日課表
_日_較_差,일교차,日較差
_早_晩_間,조만간,早晩間
_早_漏_症,조루증,早漏症
_早_熟_型,조숙형,早熟型
_早_産_痛,조산통,早産痛
_旭_日_形,욱일형,旭日形
_昇_壓_器,승압기,昇壓器
_昇_級_分,승급분,昇級分
_昇_降_­,승강이,昇降­
_昇_降_機,승강기,昇降機
_昇_降_臺,승강대,昇降臺
_明_倫_堂,명륜당,明倫堂
_明_文_化,명문화,明文化
_明_晳_化,명석화,明晳化
_明_朝_體,명조체,明朝體
_明_瞭_化,명료화,明瞭化
_明_示_的,명시적,明示的
_明_細_書,명세서,明細書
_明_視_度,명시도,明視度
_明_證_性,명증성,明證性
_易_學_者,역학자,易學者
_映_像_會,영상회,映像會
_映_像_物,영상물,映像物
_映_像_美,영상미,映像美
_映_寫_室,영사실,映寫室
_映_畵_人,영화인,映畵人
_映_畵_化,영화화,映畵化
_映_畵_型,영화형,映畵型
_映_畵_業,영화업,映畵業
_映_畵_狂,영화광,映畵狂
_映_畵_界,영화계,映畵界
_映_畵_的,영화적,映畵的
_映_畵_社,영화사,映畵社
_映_畵_祭,영화제,映畵祭
_映_畵_科,영화과,映畵科
_映_畵_街,영화가,映畵街
_映_畵_館,영화관,映畵館
_春_祝_心,춘축심,春祝心
_春_窮_期,춘궁기,春窮期
_春_陽_木,춘양목,春陽木
_昨_年_分,작년분,昨年分
_昨_年_度,작년도,昨年度
_時_事_性,시사성,時事性
_時_事_的,시사적,時事的
_時_代_劇,시대극,時代劇
_時_代_史,시대사,時代史
_時_代_性,시대성,時代性
_時_代_病,시대병,時代病
_時_代_的,시대적,時代的
_時_代_相,시대상,時代相
_時_代_論,시대론,時代論
_時_務_策,시무책,時務策
_時_宜_性,시의성,時宜性
_時_憲_曆,시헌력,時憲曆
_時_效_日,시효일,時效日
_時_期_的,시기적,時期的
_時_空_間,시공간,時空間
_時_計_塔,시계탑,時計塔
_時_計_錘,시계추,時計錘
_時_調_碑,시조비,時調碑
_時_間_制,시간제,時間制
_時_間_帶,시간대,時間帶
_時_間_性,시간성,時間性
_時_間_的,시간적,時間的
_時_間_表,시간표,時間表
_時_間_論,시간론,時間論
_時_限_附,시한부,時限附
_晩_熟_型,만숙형,晩熟型
_晩_餐_場,만찬장,晩餐場
_普_通_例,보통례,普通例
_普_遍_化,보편화,普遍化
_普_遍_性,보편성,普遍性
_普_遍_的,보편적,普遍的
_景_品_付,경품부,景品付
_景_福_宮,경복궁,景福宮
_景_觀_化,경관화,景觀化
_智_德_體,지덕체,智德體
_智_異_山,지리산,智異山
_暖_帶_性,난대성,暖帶性
_暖_房_法,난방법,暖房法
_暖_房_費,난방비,暖房費
_暗_去_來,암거래,暗去來
_暗_暗_裏,암암리,暗暗裏
_暗_殺_團,암살단,暗殺團
_暗_殺_當,암살당,暗殺當
_暗_灰_色,암회색,暗灰色
_暗_示_性,암시성,暗示性
_暗_示_的,암시적,暗示的
_暗_紫_色,암자색,暗紫色
_暗_綠_色,암녹색,暗綠色
_暗_號_化,암호화,暗號化
_暗_褐_色,암갈색,暗褐色
_暗_赤_色,암적색,暗赤色
_暗_靑_色,암청색,暗靑色
_暗_黑_期,암흑기,暗黑期
_暗_黑_色,암흑색,暗黑色
_暗_黑_裡,암흑리,暗黑裡
_暗_默_的,암묵적,暗默的
_暫_定_的,잠정적,暫定的
_暴_力_化,폭력화,暴力化
_暴_力_團,폭력단,暴力團
_暴_力_性,폭력성,暴力性
_暴_力_的,폭력적,暴力的
_暴_力_輩,폭력배,暴力輩
_暴_壓_的,폭압적,暴壓的
_暴_發_的,폭발적,暴發的
_暴_行_當,폭행당,暴行當
_暴_露_戰,폭로전,暴露戰
_暴_風_雨,폭풍우,暴風雨
_暴_騰_勢,폭등세,暴騰勢
_曖_昧_性,애매성,曖昧性
_曲_流_川,곡류천,曲流川
_更_年_期,갱년기,更年期
_書_堂_式,서당식,書堂式
_書_店_街,서점가,書店街
_書_畵_展,서화전,書畵展
_書_簡_體,서간체,書簡體
_書_藝_人,서예인,書藝人
_書_藝_館,서예관,書藝館
_書_記_官,서기관,書記官
_書_記_長,서기장,書記長
_書_誌_學,서지학,書誌學
_曹_溪_宗,조계종,曹溪宗
_曾_孫_女,증손녀,曾孫女
_曾_孫_婦,증손부,曾孫婦
_曾_孫_子,증손자,曾孫子
_曾_祖_母,증조모,曾祖母
_替_費_地,체비지,替費地
_最_一_線,최일선,最一線
_最_上_品,최상품,最上品
_最_上_級,최상급,最上級
_最_下_位,최하위,最下位
_最_下_層,최하층,最下層
_最_低_値,최저치,最低値
_最_側_近,최측근,最側近
_最_優_先,최우선,最優先
_最_優_秀,최우수,最優秀
_最_前_方,최전방,最前方
_最_前_線,최전선,最前線
_最_北_端,최북단,最北端
_最_南_端,최남단,最南端
_最_古_參,최고참,最古參
_最_善_策,최선책,最善策
_最_大_値,최대치,最大値
_最_大_限,최대한,最大限
_最_大_魚,최대어,最大魚
_最_小_化,최소화,最小化
_最_小_限,최소한,最小限
_最_小_雨,최소우,最小雨
_最_少_化,최소화,最少化
_最_尖_端,최첨단,最尖端
_最_强_戰,최강전,最强戰
_最_强_數,최강수,最强數
_最_强_者,최강자,最强者
_最_後_的,최후적,最後的
_最_惠_國,최혜국,最惠國
_最_敬_禮,최경례,最敬禮
_最_新_型,최신형,最新型
_最_新_式,최신식,最新式
_最_新_曲,최신곡,最新曲
_最_末_職,최말직,最末職
_最_短_命,최단명,最短命
_最_終_審,최종심,最終審
_最_終_戰,최종전,最終戰
_最_終_日,최종일,最終日
_最_終_案,최종안,最終案
_最_終_的,최종적,最終的
_最_貧_國,최빈국,最貧國
_最_輕_量,최경량,最輕量
_最_近_世,최근세,最近世
_最_近_作,최근작,最近作
_最_長_壽,최장수,最長壽
_最_長_身,최장신,最長身
_最_高_位,최고위,最高位
_最_高_値,최고치,最高値
_最_高_峯,최고봉,最高峯
_最_高_度,최고도,最高度
_最_高_本,최고본,最高本
_最_高_潮,최고조,最高潮
_最_高_神,최고신,最高神
_最_高_級,최고급,最高級
_最_高_美,최고미,最高美
_最_高_賞,최고상,最高賞
_最_高_點,최고점,最高點
